Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(ft),Distance(ft),Duration(s),Track(deg),Elevation(ft),Area Count,Time,Y Offset(ft),Pass Num,Moisture(%),Eng Load(%),Yld Mass(Wet)(lb/ac),Yld Mass(Dry)(lb/ac),Crop Flw(M)(lb/s),Yld Vol(Dry)(bu/ac),Yld Vol(Wet)(bu/ac),Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-81.49484170,35.94402670,bif field,2021_06_18_001 (13078),WHEAT,110,29.99,5.348,1.000,308.79,1128.6,On,6/18/2021,0.00,2,6.778,3403.5,2860.9,2860.9,10.53,52.98,52.98,3.646,13.25,702.14,6/18/2021
-81.49484170,35.94402670,bif field,2021_06_18_001 (13078),WHEAT,111,29.99,5.348,1.000,309.53,1128.6,On,6/18/2021,0.00,2,6.778,3403.5,3001.0,3001.0,11.05,55.57,55.57,3.646,13.25,736.54,6/18/2021
-81.49482503,35.94401557,bif field,2021_06_18_001 (13078),WHEAT,112,29.99,5.282,1.000,309.53,1126.3,On,6/18/2021,0.00,2,6.712,4293.7,3334.9,3334.9,12.13,61.76,61.76,3.601,13.09,808.43,6/18/2021
-81.49481670,35.94401000,bif field,2021_06_18_001 (13078),WHEAT,113,29.99,5.249,1.000,305.41,1126.3,On,6/18/2021,0.00,2,6.712,4293.7,3367.5,3367.5,12.17,62.36,62.36,3.579,13.01,811.26,6/18/2021
-81.49481670,35.94401000,bif field,2021_06_18_001 (13078),WHEAT,114,29.99,5.151,1.000,305.41,1123.3,On,6/18/2021,0.00,2,6.701,4293.7,3866.5,3866.5,13.71,71.60,71.60,3.512,12.77,914.02,6/18/2021
-81.49478490,35.94399170,bif field,2021_06_18_001 (13078),WHEAT,115,29.99,4.987,1.000,304.86,1123.3,On,6/18/2021,0.00,2,6.701,3664.5,3475.0,3475.0,11.93,64.35,64.35,3.400,12.36,795.31,6/18/2021
-81.49478490,35.94399170,bif field,2021_06_18_001 (13078),WHEAT,116,29.99,4.724,1.000,304.86,1120.7,On,6/18/2021,0.00,2,6.717,3664.5,3687.8,3687.8,11.99,68.29,68.29,3.221,11.71,799.59,6/18/2021
-81.49475830,35.94397670,bif field,2021_06_18_001 (13078),WHEAT,117,29.99,4.495,1.000,314.29,1117.8,On,6/18/2021,0.00,2,6.717,3664.5,3546.7,3546.7,10.97,65.68,65.68,3.065,11.14,731.60,6/18/2021
-81.49473500,35.94395830,bif field,2021_06_18_001 (13078),WHEAT,118,29.99,4.429,1.000,314.29,1117.8,On,6/18/2021,0.00,2,6.686,4354.3,3644.7,3644.7,11.11,67.49,67.49,3.020,10.98,740.85,6/18/2021
-81.49473500,35.94395830,bif field,2021_06_18_001 (13078),WHEAT,119,29.99,4.396,1.000,329.35,1113.8,On,6/18/2021,0.00,2,6.686,4354.3,3583.9,3583.9,10.85,66.37,66.37,2.997,10.90,723.09,6/18/2021
-81.49472280,35.94394163,bif field,2021_06_18_001 (13078),WHEAT,120,29.99,4.429,1.000,329.35,1113.8,On,6/18/2021,0.00,2,6.682,4354.3,3251.9,3251.9,9.915,60.22,60.22,3.020,10.98,661.02,6/18/2021
-81.49471670,35.94393330,bif field,2021_06_18_001 (13078),WHEAT,121,29.99,4.331,1.000,301.70,1114.2,On,6/18/2021,0.00,2,6.682,4903.8,3368.0,3368.0,10.04,62.37,62.37,2.953,10.73,669.39,6/18/2021
-81.49471670,35.94393330,bif field,2021_06_18_001 (13078),WHEAT,122,29.99,4.298,1.000,301.70,1114.2,On,6/18/2021,0.00,2,6.715,4903.8,2676.4,2676.4,7.919,49.56,49.56,2.930,10.65,527.90,6/18/2021
-81.49469670,35.94392330,bif field,2021_06_18_001 (13078),WHEAT,123,29.99,4.331,1.000,116.00,1114.2,On,6/18/2021,0.00,2,6.715,4903.8,2933.0,2933.0,8.744,54.31,54.31,2.953,10.73,582.93,6/18/2021
-81.49467330,35.94390820,bif field,2021_06_18_001 (13078),WHEAT,124,29.99,8.661,2.000,298.10,1115.5,On,6/18/2021,0.00,2,6.715,5029.3,1991.5,1991.5,5.937,36.88,36.88,2.953,10.73,395.81,6/18/2021
-81.49464670,35.94389670,bif field,2021_06_18_001 (13078),WHEAT,125,29.99,4.560,1.000,298.10,1115.8,On,6/18/2021,0.00,2,6.755,5029.3,1642.9,1642.9,5.158,30.42,30.42,3.109,11.30,343.85,6/18/2021
-81.49464670,35.94389670,bif field,2021_06_18_001 (13078),WHEAT,126,29.99,4.626,1.000,113.00,1115.8,On,6/18/2021,0.00,2,6.755,4412.2,1166.9,1166.9,3.716,21.61,21.61,3.154,11.46,247.73,6/18/2021
-81.49462330,35.94388670,bif field,2021_06_18_001 (13078),WHEAT,127,29.99,9.186,2.000,325.03,1114.8,On,6/18/2021,0.00,2,6.755,4412.2,814.37,814.37,2.575,15.08,15.08,3.132,11.38,171.67,6/18/2021
-81.49462330,35.94388670,bif field,2021_06_18_001 (13078),WHEAT,128,29.99,4.528,1.000,325.03,1116.4,On,6/18/2021,0.00,2,6.761,4201.7,1096.9,1096.9,3.419,20.31,20.31,3.087,11.22,227.93,6/18/2021
-81.49460170,35.94386170,bif field,2021_06_18_001 (13078),WHEAT,129,29.99,4.528,1.000,314.66,1116.4,On,6/18/2021,0.00,2,6.761,4201.7,851.65,851.65,2.654,15.77,15.77,3.087,11.22,176.96,6/18/2021
-81.49460170,35.94386170,bif field,2021_06_18_001 (13078),WHEAT,130,29.99,4.298,1.000,314.66,1117.8,On,6/18/2021,0.00,2,6.796,4201.7,770.03,770.03,2.278,14.26,14.26,2.930,10.65,151.88,6/18/2021
-81.49457670,35.94384170,bif field,2021_06_18_001 (13078),WHEAT,131,29.99,4.068,1.000,297.57,1116.4,On,6/18/2021,0.00,2,6.796,4007.1,745.47,745.47,2.088,13.80,13.80,2.774,10.08,139.18,6/18/2021
-81.49454500,35.94382830,bif field,2021_06_18_001 (13078),WHEAT,132,29.99,3.740,1.000,297.57,1116.4,On,6/18/2021,0.00,2,6.724,4007.1,887.08,887.08,2.284,16.43,16.43,2.550,9.269,152.27,6/18/2021
-81.49454500,35.94382830,bif field,2021_06_18_001 (13078),WHEAT,133,29.99,3.740,1.000,292.26,1116.4,On,6/18/2021,0.00,2,6.724,4007.1,773.90,773.90,1.993,14.33,14.33,2.550,9.269,132.84,6/18/2021
-81.49452167,35.94382057,bif field,2021_06_18_001 (13078),WHEAT,134,29.99,4.101,1.000,292.26,1116.4,On,6/18/2021,0.00,2,6.713,3209.2,583.32,583.32,1.647,10.80,10.80,2.796,10.16,109.79,6/18/2021
-81.49451000,35.94381670,bif field,2021_06_18_001 (13078),WHEAT,135,29.99,4.560,1.000,253.93,1114.8,On,6/18/2021,0.00,2,6.713,3209.2,473.24,473.24,1.486,8.764,8.764,3.109,11.30,99.05,6/18/2021
-81.49451000,35.94381670,bif field,2021_06_18_001 (13078),WHEAT,136,29.99,4.987,1.000,253.93,1114.8,On,6/18/2021,0.00,2,6.711,3209.2,302.22,302.22,1.038,5.597,5.597,3.400,12.36,69.17,6/18/2021
-81.49448170,35.94382330,bif field,2021_06_18_001 (13078),WHEAT,137,29.99,4.921,1.000,228.22,1112.9,On,6/18/2021,0.00,2,6.711,4199.0,325.45,325.45,1.103,6.027,6.027,3.355,12.20,73.50,6/18/2021
-81.49445000,35.94388000,bif field,2021_06_18_001 (13078),WHEAT,138,29.99,4.528,1.000,159.54,1109.6,On,6/18/2021,0.00,2,6.677,4111.1,709.08,709.08,2.210,13.13,13.13,3.087,11.22,147.34,6/18/2021
-81.49445000,35.94388000,bif field,2021_06_18_001 (13078),WHEAT,139,29.99,4.495,1.000,159.54,1108.9,On,6/18/2021,0.00,2,6.677,4111.1,715.15,715.15,2.213,13.24,13.24,3.065,11.14,147.52,6/18/2021
-81.49446000,35.94390170,bif field,2021_06_18_001 (13078),WHEAT,140,29.99,4.495,1.000,195.17,1108.9,On,6/18/2021,0.00,2,6.677,4111.1,2257.2,2257.2,6.984,41.80,41.80,3.065,11.14,465.60,6/18/2021
-81.49445665,35.94391170,bif field,2021_06_18_001 (13078),WHEAT,141,29.99,4.528,1.000,195.17,1107.9,On,6/18/2021,0.00,2,6.690,3815.6,3889.6,3889.6,12.12,72.03,72.03,3.087,11.22,808.20,6/18/2021
-81.49445330,35.94392170,bif field,2021_06_18_001 (13078),WHEAT,142,29.99,4.528,1.000,176.85,1107.9,On,6/18/2021,0.00,2,6.690,3815.6,3542.9,3542.9,11.04,65.61,65.61,3.087,11.22,736.16,6/18/2021
-81.49445500,35.94394670,bif field,2021_06_18_001 (13078),WHEAT,143,29.99,4.265,1.000,176.85,1113.2,On,6/18/2021,0.00,2,6.682,3815.6,3756.1,3756.1,11.03,69.56,69.56,2.908,10.57,735.22,6/18/2021
-81.49445500,35.94394670,bif field,2021_06_18_001 (13078),WHEAT,144,29.99,4.101,1.000,167.37,1113.2,On,6/18/2021,0.00,2,6.682,3886.8,3462.7,3462.7,9.776,64.12,64.12,2.796,10.16,651.71,6/18/2021
-81.49446053,35.94396670,bif field,2021_06_18_001 (13078),WHEAT,145,29.99,3.871,1.000,167.37,1115.1,On,6/18/2021,0.00,2,6.704,3886.8,3982.9,3982.9,10.61,73.76,73.76,2.640,9.594,707.65,6/18/2021
-81.49446330,35.94397670,bif field,2021_06_18_001 (13078),WHEAT,146,29.99,3.707,1.000,180.00,1116.4,On,6/18/2021,0.00,2,6.704,3886.8,4015.4,4015.4,10.25,74.36,74.36,2.528,9.188,683.19,6/18/2021
-81.49446330,35.94398585,bif field,2021_06_18_001 (13078),WHEAT,147,29.99,3.609,1.000,180.00,1116.4,On,6/18/2021,0.00,2,6.719,4418.8,4112.3,4112.3,10.22,76.15,76.15,2.461,8.944,681.10,6/18/2021
-81.49446330,35.94399500,bif field,2021_06_18_001 (13078),WHEAT,148,29.99,3.379,1.000,157.96,1118.4,On,6/18/2021,0.00,2,6.719,4418.8,3888.6,3888.6,9.046,72.01,72.01,2.304,8.375,603.07,6/18/2021
-81.49446830,35.94400500,bif field,2021_06_18_001 (13078),WHEAT,149,29.99,3.215,1.000,157.96,1118.4,On,6/18/2021,0.00,2,6.755,4418.8,4699.8,4699.8,10.40,87.03,87.03,2.192,7.968,693.49,6/18/2021
-81.49447330,35.94401500,bif field,2021_06_18_001 (13078),WHEAT,150,29.99,3.150,1.000,160.47,1121.4,On,6/18/2021,0.00,2,6.755,7329.2,5173.2,5173.2,11.22,95.80,95.80,2.147,7.805,747.77,6/18/2021
-81.49448500,35.94404170,bif field,2021_06_18_001 (13078),WHEAT,151,29.99,3.314,1.000,160.47,1121.4,On,6/18/2021,0.00,2,6.720,7329.2,4426.0,4426.0,10.10,81.96,81.96,2.259,8.212,673.08,6/18/2021
-81.49448500,35.94404170,bif field,2021_06_18_001 (13078),WHEAT,152,29.99,3.576,1.000,162.06,1123.7,On,6/18/2021,0.00,2,6.720,7329.2,4769.8,4769.8,11.74,88.33,88.33,2.438,8.862,782.82,6/18/2021
-81.49449000,35.94405420,bif field,2021_06_18_001 (13078),WHEAT,153,29.99,3.707,1.000,162.06,1123.7,On,6/18/2021,0.00,2,6.711,5249.3,4321.7,4321.7,11.03,80.03,80.03,2.528,9.188,735.30,6/18/2021
-81.49449500,35.94406670,bif field,2021_06_18_001 (13078),WHEAT,154,29.99,7.841,2.000,338.00,1124.6,On,6/18/2021,0.00,2,6.711,5249.3,3851.8,3851.8,10.40,71.33,71.33,2.673,9.716,693.06,6/18/2021
-81.49450330,35.94410670,bif field,2021_06_18_001 (13078),WHEAT,155,29.99,4.167,1.000,152.47,1124.6,On,6/18/2021,0.00,2,6.711,6054.0,3892.6,3892.6,11.17,72.08,72.08,2.841,10.33,744.35,6/18/2021
-81.49451080,35.94411835,bif field,2021_06_18_001 (13078),WHEAT,156,29.99,4.199,1.000,152.47,1127.9,On,6/18/2021,0.00,2,6.711,6054.0,3293.9,3293.9,9.522,61.00,61.00,2.863,10.41,634.83,6/18/2021
-81.49451830,35.94413000,bif field,2021_06_18_001 (13078),WHEAT,157,29.99,4.232,1.000,157.90,1127.9,On,6/18/2021,0.00,2,6.711,6054.0,3243.6,3243.6,9.450,60.07,60.07,2.886,10.49,630.02,6/18/2021
-81.49453500,35.94416330,bif field,2021_06_18_001 (13078),WHEAT,158,29.99,4.429,1.000,157.90,1127.9,On,6/18/2021,0.00,2,6.711,6591.4,2855.3,2855.3,8.706,52.88,52.88,3.020,10.98,580.39,6/18/2021
-81.49453500,35.94416330,bif field,2021_06_18_001 (13078),WHEAT,159,29.99,4.724,1.000,146.66,1127.9,On,6/18/2021,0.00,2,6.711,6591.4,2688.7,2688.7,8.745,49.79,49.79,3.221,11.71,582.97,6/18/2021
-81.49454947,35.94418110,bif field,2021_06_18_001 (13078),WHEAT,160,29.99,5.020,1.000,146.66,1129.9,On,6/18/2021,0.00,2,6.711,6591.4,2795.5,2795.5,9.660,51.77,51.77,3.423,12.44,644.00,6/18/2021
-81.49455670,35.94419000,bif field,2021_06_18_001 (13078),WHEAT,161,29.99,5.151,1.000,154.85,1129.9,On,6/18/2021,0.00,2,6.711,4991.2,3120.6,3120.6,11.07,57.79,57.79,3.512,12.77,737.68,6/18/2021
-81.49456250,35.94420000,bif field,2021_06_18_001 (13078),WHEAT,162,29.99,4.790,1.000,154.85,1131.5,On,6/18/2021,0.00,2,6.711,4991.2,3283.9,3283.9,10.83,60.81,60.81,3.266,11.87,721.91,6/18/2021
-81.49456830,35.94421000,bif field,2021_06_18_001 (13078),WHEAT,163,29.99,4.462,1.000,163.73,1132.5,On,6/18/2021,0.00,2,6.677,4991.2,3531.8,3531.8,10.85,65.40,65.40,3.042,11.06,723.22,6/18/2021
-81.49457250,35.94422165,bif field,2021_06_18_001 (13078),WHEAT,164,29.99,4.167,1.000,163.73,1132.5,On,6/18/2021,0.00,2,6.677,5162.5,3782.9,3782.9,10.85,70.05,70.05,2.841,10.33,723.38,6/18/2021
-81.49457670,35.94423330,bif field,2021_06_18_001 (13078),WHEAT,165,29.99,4.298,1.000,138.65,1132.5,On,6/18/2021,0.00,2,6.677,5162.5,3801.1,3801.1,11.25,70.39,70.39,2.930,10.65,749.75,6/18/2021
-81.49459670,35.94425170,bif field,2021_06_18_001 (13078),WHEAT,166,29.99,4.265,1.000,138.65,1132.5,On,6/18/2021,0.00,2,6.683,5162.5,3592.8,3592.8,10.55,66.53,66.53,2.908,10.57,703.25,6/18/2021
-81.49459670,35.94425170,bif field,2021_06_18_001 (13078),WHEAT,167,29.99,4.265,1.000,134.62,1132.8,On,6/18/2021,0.00,2,6.683,4587.9,3922.7,3922.7,11.52,72.64,72.64,2.908,10.57,767.82,6/18/2021
-81.49461890,35.94426943,bif field,2021_06_18_001 (13078),WHEAT,168,29.99,3.675,1.000,134.62,1132.8,On,6/18/2021,0.00,2,6.673,4587.9,4167.8,4167.8,10.54,77.18,77.18,2.505,9.106,702.85,6/18/2021
-81.49463000,35.94427830,bif field,2021_06_18_001 (13078),WHEAT,169,29.99,3.871,1.000,160.84,1135.8,On,6/18/2021,0.00,2,6.673,4587.9,4325.4,4325.4,11.53,80.10,80.10,2.640,9.594,768.50,6/18/2021
-81.49463000,35.94427830,bif field,2021_06_18_001 (13078),WHEAT,170,29.99,4.003,1.000,160.84,1135.8,On,6/18/2021,0.00,2,6.614,6184.0,3922.7,3922.7,10.81,72.64,72.64,2.729,9.919,720.57,6/18/2021
-81.49464000,35.94430160,bif field,2021_06_18_001 (13078),WHEAT,171,29.99,4.757,1.000,176.86,1135.8,On,6/18/2021,0.00,2,6.614,6184.0,3687.3,3687.3,12.08,68.28,68.28,3.244,11.79,805.04,6/18/2021
-81.49464085,35.94431415,bif field,2021_06_18_001 (13078),WHEAT,172,29.99,4.757,1.000,176.86,1136.1,On,6/18/2021,0.00,2,6.668,6184.0,3558.4,3558.4,11.65,65.90,65.90,3.244,11.79,776.89,6/18/2021
-81.49464170,35.94432670,bif field,2021_06_18_001 (13078),WHEAT,173,29.99,4.724,1.000,356.00,1136.1,On,6/18/2021,0.00,2,6.703,5901.2,3467.4,3467.4,11.28,64.21,64.21,3.221,11.71,751.80,6/18/2021
-81.49465830,35.94435330,bif field,2021_06_18_001 (13078),WHEAT,174,29.99,9.318,2.000,148.73,1136.5,On,6/18/2021,0.00,2,6.703,5901.2,3475.7,3475.7,11.15,64.37,64.37,3.176,11.55,743.14,6/18/2021
-81.49466830,35.94436663,bif field,2021_06_18_001 (13078),WHEAT,175,29.99,4.659,1.000,148.73,1140.4,On,6/18/2021,0.00,2,6.719,6498.0,3400.5,3400.5,10.91,62.97,62.97,3.176,11.55,727.05,6/18/2021
-81.49467330,35.94437330,bif field,2021_06_18_001 (13078),WHEAT,176,29.99,4.626,1.000,164.90,1140.4,On,6/18/2021,0.00,2,6.719,6498.0,3165.2,3165.2,10.08,58.61,58.61,3.154,11.46,671.98,6/18/2021
-81.49467330,35.94437330,bif field,2021_06_18_001 (13078),WHEAT,177,29.99,4.692,1.000,164.90,1143.0,On,6/18/2021,0.00,2,6.755,6498.0,3393.0,3393.0,10.96,62.83,62.83,3.199,11.63,730.56,6/18/2021
-81.49467830,35.94438830,bif field,2021_06_18_001 (13078),WHEAT,178,29.99,8.990,2.000,341.00,1144.3,On,6/18/2021,0.00,2,6.709,7806.4,1871.4,1871.4,5.791,34.66,34.66,3.065,11.14,386.04,6/18/2021
-81.49469000,35.94441170,bif field,2021_06_18_001 (13078),WHEAT,179,29.99,3.773,1.000,129.40,1146.3,On,6/18/2021,0.00,2,6.709,7806.4,2223.8,2223.8,5.776,41.18,41.18,2.572,9.350,385.07,6/18/2021
-81.49470333,35.94442057,bif field,2021_06_18_001 (13078),WHEAT,180,29.99,3.346,1.000,129.40,1146.3,On,6/18/2021,0.00,2,6.685,6397.5,10405,10405,23.97,192.69,192.69,2.282,8.293,1598.1,6/18/2021
-81.49471000,35.94442500,bif field,2021_06_18_001 (13078),WHEAT,181,29.99,3.346,1.000,149.53,1147.6,On,6/18/2021,0.00,2,6.685,6397.5,2433.9,2433.9,5.607,45.07,45.07,2.282,8.293,373.80,6/18/2021
-81.49471665,35.94443415,bif field,2021_06_18_001 (13078),WHEAT,182,29.99,3.445,1.000,149.53,1147.6,On,6/18/2021,0.00,2,6.685,6397.5,2373.4,2373.4,5.628,43.95,43.95,2.349,8.537,375.23,6/18/2021
-81.49472330,35.94444330,bif field,2021_06_18_001 (13078),WHEAT,183,29.99,3.510,1.000,147.52,1149.2,On,6/18/2021,0.00,2,6.708,6221.3,4519.6,4519.6,10.92,83.70,83.70,2.394,8.700,728.15,6/18/2021
-81.49472330,35.94444330,bif field,2021_06_18_001 (13078),WHEAT,184,29.99,3.543,1.000,147.52,1149.2,On,6/18/2021,0.00,2,6.711,6221.3,8600.0,8600.0,20.98,159.26,159.26,2.416,8.781,1398.5,6/18/2021
-81.49474170,35.94446670,bif field,2021_06_18_001 (13078),WHEAT,185,29.99,3.576,1.000,132.12,1151.2,On,6/18/2021,0.00,2,6.711,6221.3,2193.3,2193.3,5.400,40.62,40.62,2.438,8.862,359.97,6/18/2021
-81.49475003,35.94447280,bif field,2021_06_18_001 (13078),WHEAT,186,29.99,3.609,1.000,132.12,1151.2,On,6/18/2021,0.00,2,6.711,8888.4,2176.8,2176.8,5.408,40.31,40.31,2.461,8.944,360.54,6/18/2021
-81.49476670,35.94448500,bif field,2021_06_18_001 (13078),WHEAT,187,29.99,8.169,2.000,306.00,1153.9,On,6/18/2021,0.00,2,6.711,8888.4,3873.8,3873.8,10.89,71.74,71.74,2.785,10.12,726.17,6/18/2021
-81.49478490,35.94450000,bif field,2021_06_18_001 (13078),WHEAT,188,29.99,5.643,1.000,152.32,1153.9,On,6/18/2021,0.00,2,6.711,6002.5,2613.0,2613.0,10.15,48.39,48.39,3.848,13.98,676.71,6/18/2021
-81.49479245,35.94451165,bif field,2021_06_18_001 (13078),WHEAT,189,29.99,6.660,1.000,152.32,1154.9,On,6/18/2021,0.00,2,6.711,6002.5,2598.3,2598.3,11.91,48.12,48.12,4.541,16.51,794.20,6/18/2021
-81.49480000,35.94452330,bif field,2021_06_18_001 (13078),WHEAT,190,29.99,6.660,1.000,327.00,1154.9,On,6/18/2021,0.00,2,6.711,6002.5,2348.2,2348.2,10.77,43.49,43.49,4.541,16.51,717.74,6/18/2021
-81.49482170,35.94454330,bif field,2021_06_18_001 (13078),WHEAT,191,29.99,11.32,2.000,180.00,1157.2,On,6/18/2021,0.00,2,6.711,6133.8,2904.9,2904.9,11.32,53.80,53.80,3.859,14.03,754.50,6/18/2021
-81.49482170,35.94454777,bif field,2021_06_18_001 (13078),WHEAT,192,29.99,4.528,2.000,180.00,1157.4,On,6/18/2021,0.00,2,6.687,6133.8,6958.9,6958.9,10.84,128.87,128.87,1.543,5.610,722.98,6/18/2021
-81.49482170,35.94455670,bif field,2021_06_18_001 (13078),WHEAT,193,29.99,8.563,1.000,359.00,1157.2,On,6/18/2021,0.00,2,6.687,5664.8,1633.5,1633.5,9.629,30.25,30.25,5.838,21.22,641.96,6/18/2021
-81.49484170,35.94459000,bif field,2021_06_18_001 (13078),WHEAT,194,29.99,4.068,2.000,157.96,1157.2,On,6/18/2021,0.00,2,6.687,5664.8,6530.4,6530.4,9.144,120.93,120.93,1.387,5.041,609.63,6/18/2021
-81.49486500,35.94463660,bif field,2021_06_18_001 (13078),WHEAT,195,29.99,4.003,1.000,157.96,1162.1,On,6/18/2021,0.00,2,6.647,6992.1,3445.0,3445.0,9.492,63.80,63.80,2.729,9.919,632.82,6/18/2021
-81.49486500,35.94463660,bif field,2021_06_18_001 (13078),WHEAT,196,29.99,7.907,1.000,333.00,1165.0,On,6/18/2021,0.00,2,6.647,6992.1,1501.3,1501.3,8.171,27.80,27.80,5.391,19.60,544.76,6/18/2021
-81.49488670,35.94465830,bif field,2021_06_18_001 (13078),WHEAT,197,29.99,3.773,2.000,168.72,1166.0,On,6/18/2021,0.00,2,6.647,6342.3,7505.4,7505.4,9.747,138.99,138.99,1.286,4.675,649.80,6/18/2021
-81.49488670,35.94465830,bif field,2021_06_18_001 (13078),WHEAT,198,29.99,3.576,1.000,168.72,1166.0,On,6/18/2021,0.00,2,6.672,6342.3,3977.4,3977.4,9.792,73.66,73.66,2.438,8.862,652.77,6/18/2021
-81.49489000,35.94467170,bif field,2021_06_18_001 (13078),WHEAT,199,29.99,3.412,1.000,157.90,1168.0,On,6/18/2021,0.00,2,6.672,6342.3,4612.5,4612.5,10.83,85.42,85.42,2.326,8.456,722.28,6/18/2021
-81.49490670,35.94470500,bif field,2021_06_18_001 (13078),WHEAT,200,29.99,3.379,1.000,157.90,1168.0,On,6/18/2021,0.00,2,6.695,7678.2,4464.2,4464.2,10.38,82.67,82.67,2.304,8.375,692.33,6/18/2021
-81.49490670,35.94470500,bif field,2021_06_18_001 (13078),WHEAT,201,29.99,3.346,1.000,154.95,1169.9,On,6/18/2021,0.00,2,6.695,7678.2,4779.1,4779.1,11.01,88.50,88.50,2.282,8.293,733.97,6/18/2021
-81.49493170,35.94474830,bif field,2021_06_18_001 (13078),WHEAT,202,29.99,3.379,1.000,154.95,1169.9,On,6/18/2021,0.00,2,6.665,7678.2,3766.7,3766.7,8.762,69.75,69.75,2.304,8.375,584.16,6/18/2021
-81.49493170,35.94474830,bif field,2021_06_18_001 (13078),WHEAT,203,29.99,3.412,1.000,152.45,1171.9,On,6/18/2021,0.00,2,6.665,5581.4,3837.6,3837.6,9.014,71.07,71.07,2.326,8.456,600.94,6/18/2021
-81.49493780,35.94475777,bif field,2021_06_18_001 (13078),WHEAT,204,29.99,3.707,1.000,152.45,1171.9,On,6/18/2021,0.00,2,6.670,5581.4,3203.0,3203.0,8.175,59.32,59.32,2.528,9.188,544.97,6/18/2021
-81.49495000,35.94477670,bif field,2021_06_18_001 (13078),WHEAT,205,29.99,4.003,1.000,144.33,1173.9,On,6/18/2021,0.00,2,6.670,5581.4,3227.0,3227.0,8.892,59.76,59.76,2.729,9.919,592.78,6/18/2021
-81.49495000,35.94477670,bif field,2021_06_18_001 (13078),WHEAT,206,29.99,4.265,1.000,144.33,1173.9,On,6/18/2021,0.00,2,6.671,6223.6,2988.2,2988.2,8.774,55.34,55.34,2.908,10.57,584.90,6/18/2021
-81.49496330,35.94479170,bif field,2021_06_18_001 (13078),WHEAT,207,29.99,4.298,1.000,141.01,1175.8,On,6/18/2021,0.00,2,6.671,6223.6,3392.9,3392.9,10.04,62.83,62.83,2.930,10.65,669.23,6/18/2021
-81.49499330,35.94482170,bif field,2021_06_18_001 (13078),WHEAT,208,29.99,3.839,1.000,141.01,1175.8,On,6/18/2021,0.00,2,6.680,6223.6,3741.4,3741.4,9.886,69.28,69.28,2.617,9.513,659.10,6/18/2021
-81.49499330,35.94482170,bif field,2021_06_18_001 (13078),WHEAT,209,29.99,3.445,1.000,143.71,1175.8,On,6/18/2021,0.00,2,6.680,6738.9,3500.1,3500.1,8.300,64.82,64.82,2.349,8.537,553.36,6/18/2021
-81.49500990,35.94484000,bif field,2021_06_18_001 (13078),WHEAT,210,29.99,3.510,1.000,143.71,1179.8,On,6/18/2021,0.00,2,6.707,6738.9,3514.2,3514.2,8.493,65.08,65.08,2.394,8.700,566.17,6/18/2021
-81.49500990,35.94484000,bif field,2021_06_18_001 (13078),WHEAT,211,29.99,4.068,1.000,164.83,1179.8,On,6/18/2021,0.00,2,6.707,6738.9,2887.3,2887.3,8.086,53.47,53.47,2.774,10.08,539.08,6/18/2021
-81.49501213,35.94484667,bif field,2021_06_18_001 (13078),WHEAT,212,29.99,4.134,1.000,164.83,1180.4,On,6/18/2021,0.00,2,6.711,5161.2,3401.9,3401.9,9.681,63.00,63.00,2.819,10.24,645.40,6/18/2021
-81.49501660,35.94486000,bif field,2021_06_18_001 (13078),WHEAT,213,29.99,3.740,1.000,131.76,1180.4,On,6/18/2021,0.00,2,6.711,5161.2,3499.3,3499.3,9.010,64.80,64.80,2.550,9.269,600.65,6/18/2021
-81.49501660,35.94486000,bif field,2021_06_18_001 (13078),WHEAT,214,29.99,3.346,1.000,131.76,1181.8,On,6/18/2021,0.00,2,6.711,5161.2,4393.1,4393.1,10.12,81.35,81.35,2.282,8.293,674.69,6/18/2021
-81.49503500,35.94487330,bif field,2021_06_18_001 (13078),WHEAT,215,29.99,3.314,1.000,156.25,1181.8,On,6/18/2021,0.00,2,6.711,5769.4,4248.4,4248.4,9.691,78.67,78.67,2.259,8.212,646.08,6/18/2021
-81.49504500,35.94489170,bif field,2021_06_18_001 (13078),WHEAT,216,29.99,3.740,1.000,156.25,1182.1,On,6/18/2021,0.00,2,6.711,5769.4,3680.4,3680.4,9.476,68.16,68.16,2.550,9.269,631.73,6/18/2021
-81.49504500,35.94489170,bif field,2021_06_18_001 (13078),WHEAT,217,29.99,4.199,1.000,162.22,1183.1,On,6/18/2021,0.00,2,6.711,5769.4,3283.0,3283.0,9.491,60.80,60.80,2.863,10.41,632.73,6/18/2021
-81.49505160,35.94490837,bif field,2021_06_18_001 (13078),WHEAT,218,29.99,3.806,1.000,162.22,1183.1,On,6/18/2021,0.00,2,6.711,5834.0,3136.9,3136.9,8.218,58.09,58.09,2.595,9.432,547.90,6/18/2021
-81.49505490,35.94491670,bif field,2021_06_18_001 (13078),WHEAT,219,29.99,2.986,1.000,143.63,1183.7,On,6/18/2021,0.00,2,6.711,5834.0,4279.0,4279.0,8.794,79.24,79.24,2.036,7.399,586.30,6/18/2021
-81.49505490,35.94491670,bif field,2021_06_18_001 (13078),WHEAT,220,29.99,2.133,1.000,143.63,1183.7,On,6/18/2021,0.00,2,6.685,5834.0,5385.1,5385.1,7.906,99.72,99.72,1.454,5.285,527.04,6/18/2021
